source,name,address,rating,reviews,info
2GIS,Salomon,,4.4,117 баға,"Спорттық киім дүкені MEGA Silk Way СОО, Қабанбай батыр даңғылы, 62, Астана Сыртқы киім"
2GIS,Colin`s,"MEGA Silk Way СОО, Қабанбай батыр даңғылы, 62, Астана",4,136 баға,Киім дүкені ​​3 филиал Сыртқы киім
2GIS,Impresso,,2.2,46 баға,"Сыртқы киім Asia park СОО, Қабанбай батыр даңғылы, 21, Астана Сыртқы киім"
2GIS,House of Raya,,4.7,101 баға,"Дизайнерлік киім шоурумы Рақымжан Қошқарбаев даңғылы, 2, Астана Сыртқы киім · Жеткізу"
2GIS,Liama,,4.6,594 баға,"Магазин женской одежды Алексей Петров көшесі, 19, Астана Сыртқы киім · Жеткізу"
2GIS,On Jeti,"Мухаммед Али Джинна көшесі, 16, Астана",5,188 баға,Магазин женской одежды ​​2 филиал Сыртқы киім
2GIS,Namys,,4.9,63 баға,"Сыртқы киім ТРЦ Green Mall, Сығанақ көшесі, 17Б, Астана Сыртқы киім · Жеткізу"
2GIS,Mtrend,"Сығанақ көшесі, 11, Астана",5,433 баға,Ерлерге арналған киім дүкені ​​2 филиал Сыртқы киім · Жеткізу
2GIS,Avenue,"Е 900 көшесі, 10, Астана",5,10 баға,Киім дүкені ​​3 филиал Сыртқы киім
2GIS,Satbrands,,5,90 баға,"Магазин одежды Қабанбай батыр даңғылы, 49, Астана Сыртқы киім"
2GIS,Avrora Fashion Gallery,"MEGA Silk Way СОО, Қабанбай батыр даңғылы, 62, Астана",4.5,114 баға,Сыртқы киім ​​12 филиал Сыртқы киім · Жеткізу
2GIS,Luxmonte_Ramsey,"Сарыарқа СОО, Тұран даңғылы, 24, Астана",4.7,48 баға,Салон мужской одежды ​​2 филиал Сыртқы киім · Жеткізу
2GIS,Donato,"Мәңгілік Ел даңғылы, 53, Астана",5,77 баға,Магазин женской одежды ​​3 филиал Сыртқы киім · Жеткізу
2GIS,Glasman,"Keruencity СОО, Қорғалжын тас жолы, 1, Астана",4.6,124 баға,"Магазин мужской одежды, обуви и аксессуаров ​​6 филиал Сыртқы киім"
2GIS,Zingal Riche,,4.2,40 баға,"Дүкен Тұран даңғылы, 52, Астана Сыртқы киім"
2GIS,Porsche Design,,4,20 баға,"Дүкен Сарыарқа СОО, Тұран даңғылы, 24, Астана Сыртқы киім · Жеткізу"
2GIS,Sophie,,3.4,12 баға,"Сыртқы киім Asia park СОО, Қабанбай батыр даңғылы, 21, Астана Сыртқы киім"
2GIS,Glasman,"Астана Молл СО, Тәуелсіздік даңғылы, 34, Астана",4.3,114 баға,"Магазин мужской одежды, обуви и аксессуаров ​​6 филиал Сыртқы киім"
2GIS,DSM,,4.8,60 баға,"Магазин женской одежды ТРЦ Green Mall, Сығанақ көшесі, 17Б, Астана Сыртқы киім · Жеткізу"
2GIS,Geox,"MEGA Silk Way СОО, Қабанбай батыр даңғылы, 62, Астана",3.9,64 баға,Ерлер киімі бутигі ​​3 филиал Сыртқы киім
2GIS,Rinascimento,,2.9,45 баға,"Сыртқы киім Хан Шатыр, Тұран даңғылы, 37, Астана Сыртқы киім · Жеткізу"
2GIS,Climber,"MEGA Silk Way СОО, Қабанбай батыр даңғылы, 62, Астана",4.8,501 баға,Сыртқы киім ​​2 филиал Сыртқы киім
2GIS,BN shop,,4.6,214 баға,"Сыртқы киім Бауыржан Момышұлы даңғылы, 15/2, Астана Сыртқы киім · Жеткізу"
2GIS,Khanzada,,4.7,1560 баға,"Сыртқы киімдер дүкені Сағадат Нұрмағамбетов көшесі, 31а, Астана Сыртқы киім · Жеткізу"
2GIS,Larvari,,4.6,34 баға,"Сыртқы киім Тұран даңғылы, 41а, Астана Сыртқы киім · Жеткізу"
2GIS,Laulau,,4.6,114 баға,"Әйелдер киім бутигі Астана Молл СО, Тәуелсіздік даңғылы, 34, Астана Сыртқы киім · Жеткізу"
2GIS,Moda Mix,,4.7,616 баға,"Сыртқы киім Республика даңғылы, 25, Астана Сыртқы киім · Жеткізу"
2GIS,Loveshoes. astana,"Сарыарқа СОО, Тұран даңғылы, 24, Астана",4.7,72 баға,Әйелдер аяқ киімі дүкені ​​2 филиал Сыртқы киім · Жеткізу
2GIS,Erlan&Erke,"Александр Бараев көшесі, 19, Астана",4.6,606 баға,Сыртқы киім ​​2 филиал Сыртқы киім · Жеткізу
2GIS,Alerma,,4.6,16 баға,Онлайн-шоурум Астана Сыртқы киім · Жеткізу
2GIS,Didi Collection,,4.8,72 баға,"Сыртқы киім Қабанбай батыр даңғылы, 64, Астана Сыртқы киім Жабық"
2GIS,A5 style,,,,Сыртқы киім Астана Сыртқы киім Жабық
2GIS,Marc O`Polo,"MEGA Silk Way СОО, Қабанбай батыр даңғылы, 62, Астана",4.7,63 баға,Магазин одежды ​​2 филиал Сыртқы киім
2GIS,O`stin kids,"MEGA Silk Way СОО, Қабанбай батыр даңғылы, 62, Астана",4.5,39 баға,Сыртқы киім ​​2 филиал Сыртқы киім · Жеткізу
2GIS,Safari,,4.4,58 баға,"Магазин женской одежды Әнет баба көшесі, 2, Астана Сыртқы киім · Жеткізу"
2GIS,Mango,"Keruencity СОО, Қорғалжын тас жолы, 1, Астана",4.1,52 баға,Киім дүкені ​​5 филиал Сыртқы киім
2GIS,Canada clo,"Ілияс Омаров көшесі, 2/1, Астана",4.9,371 баға,Сыртқы киім ​​3 филиал Сыртқы киім · Жеткізу
2GIS,M.Manzoni,"MEGA Silk Way СОО, Қабанбай батыр даңғылы, 62, Астана",4.5,78 баға,Магазин мужской одежды ​​4 филиал Сыртқы киім
2GIS,Baza,,4.7,454 баға,"Магазин мужской одежды Республика даңғылы, 10, Астана Сыртқы киім · Жеткізу"
2GIS,Idial brand,,5,4 баға,"Магазин женской одежды и сумок Төле би көшесі, 50, Астана Сыртқы киім · Жеткізу"
2GIS,Xtep store,,4.6,33 баға,"Сыртқы киім MEGA Silk Way СОО, Қабанбай батыр даңғылы, 62, Астана Сыртқы киім"
2GIS,Hugo,"MEGA Silk Way СОО, Қабанбай батыр даңғылы, 62, Астана",4.8,71 баға,Киім дүкені ​​2 филиал Сыртқы киім
2GIS,Jack&Jones,"MEGA Silk Way СОО, Қабанбай батыр даңғылы, 62, Астана",3.9,70 баға,Магазин мужской одежды ​​2 филиал Сыртқы киім
2GIS,Koton,"MEGA Silk Way СОО, Қабанбай батыр даңғылы, 62, Астана",3.2,86 баға,Женский отдел ​​3 филиал Сыртқы киім
2GIS,Timberland,"MEGA Silk Way СОО, Қабанбай батыр даңғылы, 62, Астана",4.5,118 баға,Бутик ​​2 филиал Сыртқы киім
2GIS,Kangol,,4.5,39 баға,"Сыртқы киім MEGA Silk Way СОО, Қабанбай батыр даңғылы, 62, Астана Сыртқы киім"
2GIS,The north face,"MEGA Silk Way СОО, Қабанбай батыр даңғылы, 62, Астана",4.3,101 баға,Сыртқы киім ​​2 филиал Сыртқы киім
2GIS,Zere_outerwear,,4.6,96 баға,"Сыртқы киімдер дүкені Қайым Мұхамедханов көшесі, 6Б, Астана Сыртқы киім · Жеткізу"
2GIS,Manmoda.kz,,4.9,84 баға,"Сыртқы киім Сығанақ көшесі, 15, Астана Сыртқы киім · Жеткізу"
2GIS,Bizon,"Алексей Петров көшесі, 17, Астана",4.7,255 баға,Магазин мужской одежды ​​2 филиал Сыртқы киім · Жеткізу
2GIS,Karla collection,,4.7,129 баға,"Магазин женской одежды MEGA Silk Way СОО, Қабанбай батыр даңғылы, 62, Астана Сыртқы киім · Жеткізу"
2GIS,Button Blue,,5,8 баға,"Балалар киімі дүкені Сарыарқа СОО, Тұран даңғылы, 24, Астана Сыртқы киім"
2GIS,econom_shop_astana,,4.6,82 баға,"Сыртқы киім Алексей Петров көшесі, 22, Астана Сыртқы киім · Жеткізу"
2GIS,Men`s republic,"Республика даңғылы, 16, Астана",5,341 баға,Сыртқы киім ​​2 филиал Сыртқы киім · Жеткізу
2GIS,Bronx & Banco,,4.4,35 баға,"Сыртқы киім Қабанбай батыр даңғылы, 58Б корпус 2, Астана Сыртқы киім"
2GIS,Ademi shop,,,,Интернет-дүкен Астана Сыртқы киім · Жеткізу
2GIS,Daniel’s,,5,5 баға,Сыртқы киім Астана Сыртқы киім
2GIS,СевГүл,,,,Сыртқы киім Астана Сыртқы киім · Жеткізу
2GIS,Bb by Bekbolatovna,,5,20 баға,Сыртқы киім Астана Сыртқы киім · Жеткізу
2GIS,Rang Studios,,5,38 баға,Сыртқы киім Астана Сыртқы киім · Жеткізу
2GIS,Milady_Store,,5,11 баға,Интернет-магазин женской одежды Астана Сыртқы киім · Жеткізу
2GIS,Ayala.fur,,,,Интернет-магазин эко-шуб Астана Сыртқы киім · Жеткізу
2GIS,Befree,,4.9,315 баға,"Магазин женской одежды Аружан СОО, Ілияс Жансүгірұлы көшесі, 8/1, Астана Сыртқы киім"
2GIS,uni_shop_kz,,5,2 баға,"Сыртқы киім Рақымжан Қошқарбаев даңғылы, 2, Астана Сыртқы киім · Жеткізу"
2GIS,Men`s Empire,,4,22 баға,"Ерлер киімі бутигі Хан Шатыр, Тұран даңғылы, 37, Астана Сыртқы киім"
2GIS,Monteferro,,5,4 баға,"Сыртқы киім ТРЦ Green Mall, Сығанақ көшесі, 17Б, Астана Сыртқы киім"
2GIS,Mtrend,"Рақымжан Қошқарбаев даңғылы, 15, Астана",5,433 баға,Ерлерге арналған киім дүкені ​​2 филиал Сыртқы киім · Жеткізу
2GIS,Adidas,"Генерала Сабыра Ракымова көшесі, 93, Астана",4.3,850 баға,Магазин спортивной одежды и обуви ​​6 филиал Сыртқы киім
2GIS,Mango,"Республика даңғылы, 18, Астана",4,195 баға,Киім дүкені ​​5 филиал Сыртқы киім
2GIS,Finn Flare,"MEGA Silk Way СОО, Қабанбай батыр даңғылы, 62, Астана",4.9,40 баға,Дүкен ​​4 филиал Сыртқы киім
2GIS,Columbia,,4.3,70 баға,"Сыртқы киім MEGA Silk Way СОО, Қабанбай батыр даңғылы, 62, Астана Сыртқы киім"
2GIS,unai_wear,"Қайым Мұхамедханов көшесі, 6, Астана",4.8,53 баға,Сыртқы киім ​​2 филиал Сыртқы киім · Жеткізу
2GIS,Modeagentur,"Қабанбай батыр даңғылы, 7, Астана",3.7,27 баға,Киім дүкені ​​3 филиал Сыртқы киім
2GIS,Men Style,,3.7,131 баға,"Ерлерге арналған киім дүкені Александр Бараев көшесі, 6, Астана Сыртқы киім · Жеткізу"
2GIS,Gulliver,,4.8,24 баға,"Балалар мен жасөспірімдер сәнді киім дүкені MEGA Silk Way СОО, Қабанбай батыр даңғылы, 62, Астана Сыртқы киім"
2GIS,Tior Boutique,,5,1403 баға,"Магазин шуб из эко-меха Тұрар Рысқұлов көшесі, 1, Астана Сыртқы киім · Жеткізу"
2GIS,Grazie,"Keruencity СОО, Қорғалжын тас жолы, 1, Астана",4.7,112 баға,Магазин одежды и обуви ​​2 филиал Сыртқы киім
2GIS,Enrico Marinelli,,4.8,87 баға,"Ерлер киімі мен аксессуарлары бутигі Keruencity СОО, Қорғалжын тас жолы, 1, Астана Сыртқы киім"
2GIS,Avrora Fashion Gallery,"Республика даңғылы, 9, Астана",4.6,113 баға,Сыртқы киім ​​12 филиал Сыртқы киім · Жеткізу
2GIS,Granada,"Keruencity СОО, Қорғалжын тас жолы, 1, Астана",3.3,9 баға,Әйелдер киімі дүкені ​​3 филиал Сыртқы киім · Жеткізу
2GIS,Sollo,"Сарыарқа СОО, Тұран даңғылы, 24, Астана",5,3 баға,Әйелдер киімі дүкені ​​2 филиал Сыртқы киім
2GIS,Империя меха,"MEGA Silk Way СОО, Қабанбай батыр даңғылы, 62, Астана",4.7,205 баға,Сыртқы киім ​​2 филиал Сыртқы киім
2GIS,Coco Wear,"Алма-Ата іскерлік үйі, Аманкелді Иманов көшесі, 19, Астана",4.9,1102 баға,Сыртқы киім ​​2 филиал Сыртқы киім · Жеткізу
2GIS,Luxmonte,"Амман көшесі, 2, Астана",4.5,35 баға,Салон мужской одежды ​​2 филиал Сыртқы киім · Жеткізу Жабық
2GIS,M.Manzoni,"Keruencity СОО, Қорғалжын тас жолы, 1, Астана",5,12 баға,Магазин мужской одежды ​​4 филиал Сыртқы киім · Жеткізу
2GIS,Jakx,,5,850 баға,"Сыртқы киім Сәкен Сейфуллин көшесі, 35, Астана Сыртқы киім · Жеткізу"
2GIS,Kanzler,"Keruencity СОО, Қорғалжын тас жолы, 1, Астана",4.8,80 баға,Магазин мужской одежды ​​4 филиал Сыртқы киім · Жеткізу
2GIS,City men,"MEGA Silk Way СОО, Қабанбай батыр даңғылы, 62, Астана",4.9,158 баға,Бутик мужской одежды ​​4 филиал Сыртқы киім
2GIS,Antony Morato,,5,20 баға,"Сыртқы киім Сарыарқа СОО, Тұран даңғылы, 24, Астана Сыртқы киім · Жеткізу"
2GIS,Finn Flare,"Keruencity СОО, Қорғалжын тас жолы, 1, Астана",4.3,89 баға,Дүкен ​​4 филиал Сыртқы киім
2GIS,Gemelli italiani,,4.3,32 баға,"Сыртқы киім Хан Шатыр, Тұран даңғылы, 37, Астана Сыртқы киім"
2GIS,Lady boss,,4.4,606 баға,"Әйелдер киімі дүкені Қажымұқан көшесі, 22, Астана Сыртқы киім · Жеткізу"
2GIS,Brux,"Евразия-3, Алексей Петров көшесі, 24а/1, Астана",4.1,78 баға,Дисконт магазин ​​2 филиал Сыртқы киім · Жеткізу
2GIS,Victoria style shop,,4.7,666 баға,"Сыртқы киім Ағыбай батыр көшесі, 4, Астана Сыртқы киім · Жеткізу"
2GIS,Geox,"Keruencity СОО, Қорғалжын тас жолы, 1, Астана",4.6,49 баға,Ерлер киімі бутигі ​​3 филиал Сыртқы киім
2GIS,La verna,,2.3,55 баға,"Сыртқы киім MEGA Silk Way СОО, Қабанбай батыр даңғылы, 62, Астана Сыртқы киім · Жеткізу"
2GIS,Beauty Furs,,4.8,47 баға,"Сыртқы киім Тәуелсіздік даңғылы, 58, Астана Сыртқы киім"
2GIS,Seendicat,"Абай даңғылы, 63, Астана",4.4,792 баға,Сыртқы киім ​​2 филиал Сыртқы киім
2GIS,Sutay,,,,"Әйелдер киімінің қазақстандық брендінің бутигі Сарыарқа СОО, Тұран даңғылы, 24, Астана Сыртқы киім · Жеткізу"
2GIS,unai_wear,"Жұмекен Нәжімеденов көшесі, 26, Астана",5,11 баға,Сыртқы киім ​​2 филиал Сыртқы киім · Жеткізу
2GIS,Fashion,,5,7 баға,"Әйелдер киімі дүкені Евразия-1, Алексей Петров көшесі, 24, Астана Сыртқы киім"
2GIS,SeeALT,,4.6,266 баға,"Магазин женской одежды Аманкелді Иманов көшесі, 26, Астана Сыртқы киім · Жеткізу"
2GIS,Men`s room,"Бауыржан Момышұлы даңғылы, 23, Астана",4.9,193 баға,Ерлерге арналған киім дүкені ​​2 филиал Сыртқы киім · Жеткізу
2GIS,Costumecostume,,5,4 баға,"Дүкен Сарыарқа СОО, Тұран даңғылы, 24, Астана Сыртқы киім · Жеткізу"
2GIS,Bravo,,4.7,343 баға,"Сыртқы киім дүкені Қажымұқан көшесі, 10, Астана Сыртқы киім · Жеткізу"
2GIS,Club Donna,"Республика даңғылы, 7, Астана",4.2,158 баға,Әйелдер киімінің дүкендері ​​2 филиал Сыртқы киім
2GIS,Uniqaz,,4.4,30 баға,"Киім дүкені Төле би көшесі, 50, Астана Сыртқы киім · Жеткізу"
2GIS,Kimex,"Евразия-3, Алексей Петров көшесі, 24а/1, Астана",4.2,69 баға,Магазин одежды и обуви ​​9 филиал Сыртқы киім
2GIS,Bizon,"Сәкен Сейфуллин көшесі, 35, Астана",4.7,307 баға,Магазин мужской одежды ​​2 филиал Сыртқы киім · Жеткізу
2GIS,Glasman,"Евразия-3, Алексей Петров көшесі, 24а/1, Астана",4.4,120 баға,"Магазин мужской одежды, обуви и аксессуаров ​​6 филиал Сыртқы киім"
2GIS,Outfit,"7 Континент БО, Кенесары көшесі, 40, Астана",4.8,506 баға,Ерлерге арналған киім дүкені ​​3 филиал Сыртқы киім · Жеткізу
2GIS,Verno,,5,37 баға,"Магазин мужской одежды Қабанбай батыр даңғылы, 13, Астана Сыртқы киім · Жеткізу"
2GIS,Cartel,"Жұмекен Нәжімеденов көшесі, 26, Астана",4.9,91 баға,Магазин мужской одежды ​​2 филиал Сыртқы киім · Жеткізу
2GIS,Айсель,,4.1,24 баға,"Жастар киім дүкені Сығанақ көшесі, 1Б, Астана Сыртқы киім · Жеткізу"
2GIS,Frank`s wear,,4.8,185 баға,"Киім дүкені Жұмекен Нәжімеденов көшесі, 15, Астана Сыртқы киім · Жеткізу"
2GIS,Regent,"Keruencity СОО, Қорғалжын тас жолы, 1, Астана",5,23 баға,Сыртқы киім ​​2 филиал Сыртқы киім · Жеткізу
2GIS,Arzan style,,4.1,21 баға,"Магазин одежды Айнакөл көшесі, 60, Астана Сыртқы киім"
2GIS,Sulu,"Астана Молл СО, Тәуелсіздік даңғылы, 34, Астана",3.9,6 баға,Магазин одежды ​​2 филиал Сыртқы киім · Жеткізу
2GIS,JBay Store,,,,"Сыртқы киім Бауыржан Момышұлы даңғылы, 2в, Астана Сыртқы киім"
2GIS,Mon Cheri,"Keruencity СОО, Қорғалжын тас жолы, 1, Астана",4.5,14 баға,Әйелдер киімі дүкені ​​3 филиал Сыртқы киім · Жеткізу
2GIS,Verx,,5,2 баға,"Магазин верхней женской одежды Рақымжан Қошқарбаев даңғылы, 2, Астана Сыртқы киім · Жеткізу"
2GIS,Emilio Guido,,3.2,12 баға,"Ерлер киімі бутигі MEGA Silk Way СОО, Қабанбай батыр даңғылы, 62, Астана Сыртқы киім · Жеткізу"
2GIS,nazmoda.kz,,5,8 баға,"Магазин женской одежды Сығанақ көшесі, 15, Астана Сыртқы киім"
2GIS,istanbul,,5,110 баға,"Сыртқы киім Санжар Асфендияров көшесі, 4, Астана Сыртқы киім · Жеткізу"
2GIS,BaiMen,,4.9,237 баға,"Сыртқы киім Сәкен Сейфуллин көшесі, 9, Астана Сыртқы киім · Жеткізу"
2GIS,2day.evrazia,"Евразия-2, Алексей Петров көшесі, 24Б, Астана",4.1,24 баға,Сыртқы киім ​​2 филиал Сыртқы киім
2GIS,Ayaru_shop_kz,,5,39 баға,"Сыртқы киім Алма-Ата іскерлік үйі, Аманкелді Иманов көшесі, 19, Астана Сыртқы киім · Жеткізу"
2GIS,Men`s room,"Санжар Асфендияров көшесі, 1, Астана",5,18 баға,Ерлерге арналған киім дүкені ​​2 филиал Сыртқы киім
2GIS,mega arzan,"Абылай хан даңғылы, 32, Астана",4.8,115 баға,Магазины ​​3 филиал Сыртқы киім
2GIS,Enjoy store,,4.3,175 баға,"Сыртқы киім Абай даңғылы, 40, Астана Сыртқы киім"
2GIS,Elegance Men’s Shop,"Шоқан Уәлиханов көшесі, 19, Астана",4.8,476 баға,Сыртқы киім ​​2 филиал Сыртқы киім · Жеткізу
2GIS,Uly myrza & hanym,,4.7,72 баға,"Ерлер мен әйелдер киімі дүкені Евразия-3, Алексей Петров көшесі, 24а/1, Астана Сыртқы киім · Жеткізу"
2GIS,instyle.zh2,"Республика даңғылы, 11, Астана",4.8,262 баға,Бутик женской одежды ​​3 филиал Сыртқы киім
2GIS,Men`s shop,"Евразия-3, Алексей Петров көшесі, 24а/1, Астана",4.9,125 баға,"Ерлерге арналған киім дүкені ​​2 филиал Сыртқы киім Толық сатылым! 50% жеңілдіктер*. Kaspi Red** ​Жарнама​*31.03.26, толығырақ 0000001046455668.2gis.b..."
2GIS,Picasso,"Жұмекен Нәжімеденов көшесі, 26, Астана",4.7,60 баға,Аяқ киім дүкені ​​2 филиал Сыртқы киім · Жеткізу Бүгін стиліңді жаңарт — жеңілдіктер 50%-ға дейін Жарнама WhatsApp-қа жазу
2GIS,Nel Lusso,,4.6,73 баға,"Сыртқы киім Алма-Ата іскерлік үйі, Аманкелді Иманов көшесі, 19, Астана Сыртқы киім · Жеткізу"
2GIS,Balmani,,5,17 баға,"Магазин женской одежды Алма-Ата іскерлік үйі, Аманкелді Иманов көшесі, 19, Астана Сыртқы киім · Жеткізу"
2GIS,Bota,,4.5,199 баға,"Балалар киімі мен аяқ киім дүкені Шоқан Уәлиханов көшесі, 15, Астана Сыртқы киім · Жеткізу"
2GIS,Avrora Fashion Gallery,"Keruencity СОО, Қорғалжын тас жолы, 1, Астана",3.7,59 баға,Сыртқы киім ​​12 филиал Сыртқы киім · Жеткізу
2GIS,Richmen,,4.7,104 баға,"Сыртқы киім Қайым Мұхамедханов көшесі, 8, Астана Сыртқы киім"
2GIS,Elizabeth,,5,9 баға,"Сыртқы киім Әлихан Бөкейхан көшесі, 25е, Астана Сыртқы киім · Жеткізу"
2GIS,Cossmo,"Евразия-2, Алексей Петров көшесі, 24Б, Астана",4.2,54 баға,Магазины женской одежды ​​6 филиал Сыртқы киім · Жеткізу
2GIS,Sezon,,3.8,9 баға,"Магазин женской одежды Keruencity СОО, Қорғалжын тас жолы, 1, Астана Сыртқы киім · Жеткізу"
2GIS,Step Bright,,4.8,91 баға,Интернет-магазин Астана Сыртқы киім · Жеткізу Уақытша жұмыс істемейді
2GIS,Dinastiya,,4.5,17 баға,"Сыртқы киім Қабанбай батыр даңғылы, 2, Астана Сыртқы киім · Жеткізу"
2GIS,Туфелька,"Жанайдар Жирентаев көшесі, 14, Астана",4.9,479 баға,Аяқ киім дүкені ​​2 филиал Сыртқы киім
2GIS,Velardi,,,,"Онлайн-магазин West side ТҮК, Төле би көшесі, 35/1, Астана Сыртқы киім · Жеткізу"
2GIS,Мир меха,,4.9,132 баға,"Магазин верхней меховой одежды Сағадат Нұрмағамбетов көшесі, 29, Астана Сыртқы киім · Жеткізу"
2GIS,Italy_italy_nursultan,,4.6,49 баға,"Сыртқы киім Санжар Асфендияров көшесі, 5, Астана Сыртқы киім"
2GIS,Paola collection,,4,11 баға,"Әйелдер киім бутигі Keruencity СОО, Қорғалжын тас жолы, 1, Астана Сыртқы киім · Жеткізу"
2GIS,Bomboogie,,,,"Сыртқы киім Сарыарқа СОО, Тұран даңғылы, 24, Астана Сыртқы киім"
2GIS,eurodress,,4.4,28 баға,"Киім дүкені Бауыржан Момышұлы даңғылы, 10, Астана Сыртқы киім · Жеткізу"
2GIS,Галерея,,5,57 баға,"Сыртқы киім Евразия-2, Алексей Петров көшесі, 24Б, Астана Сыртқы киім · Жеткізу"
2GIS,Grand Boutique,,5,15 баға,"Магазин женской одежды Евразия-2, Алексей Петров көшесі, 24Б, Астана Сыртқы киім · Жеткізу"
2GIS,Vincento,,3,9 баға,"Ерлер киімі бутигі Keruencity СОО, Қорғалжын тас жолы, 1, Астана Сыртқы киім"
2GIS,Saida`s,,4.1,10 баға,"Сыртқы киім Бауыржан Момышұлы даңғылы, 10, Астана Сыртқы киім"
2GIS,Clstr space,,5,1 баға,"Сыртқы киім Ілияс Омаров көшесі, 2/1, Астана Сыртқы киім"
2GIS,BearRichi,,2.7,11 баға,"Балалар киімі дүкені MEGA Silk Way СОО, Қабанбай батыр даңғылы, 62, Астана Сыртқы киім"
2GIS,Maxman,"Жұмекен Нәжімеденов көшесі, 26, Астана",5,35 баға,Сыртқы киім ​​2 филиал Сыртқы киім · Жеткізу
2GIS,Denzar,,3.2,30 баға,"Әйелдер киімі дүкені Евразия-3, Алексей Петров көшесі, 24а/1, Астана Сыртқы киім"
2GIS,Я в шоке,,4.5,203 баға,"Магазин мужской одежды Сәкен Сейфуллин көшесі, 35, Астана Сыртқы киім · Жеткізу"
2GIS,Venera,,2.6,21 баға,"Сыртқы киім Евразия-3, Алексей Петров көшесі, 24а/1, Астана Сыртқы киім · Жеткізу"
2GIS,Dsh,"Ағыбай батыр көшесі, 5, Астана",4.8,91 баға,Әйелдер киімі дүкені ​​2 филиал Сыртқы киім
2GIS,Bogachi,"Евразия-1, Алексей Петров көшесі, 24, Астана",4.3,36 баға,Бутик мужской одежды и обуви ​​4 филиал Сыртқы киім · Жеткізу
2GIS,Mantello,"Бауыржан Момышұлы даңғылы, 23, Астана",4.4,43 баға,Киім дүкені ​​2 филиал Сыртқы киім · Жеткізу
2GIS,Mnd.kz,,4.9,694 баға,"Сыртқы киім Шәймерден Қосшығұлұлы көшесі, 18, Астана Сыртқы киім · Жеткізу"
2GIS,Avrora Fashion Gallery,"Сәкен Сейфуллин көшесі, 23/1, Астана",4.6,135 баға,Дисконт-центр ​​12 филиал Сыртқы киім · Жеткізу
2GIS,Мир платьев,,3.9,77 баға,"Әйелдер көйлектер дүкені Бөгенбай батыр даңғылы, 71, Астана Сыртқы киім · Жеткізу"
2GIS,Туфелька,"Жеңіс даңғылы, 17, Астана",4.7,464 баға,Аяқ киім дүкені ​​2 филиал Сыртқы киім · Жеткізу
2GIS,Grazie,"Республика даңғылы, 18, Астана",4.4,77 баға,Магазин одежды и обуви ​​2 филиал Сыртқы киім
2GIS,O`stin,"Аружан СОО, Ілияс Жансүгірұлы көшесі, 8/1, Астана",4.2,68 баға,Киім дүкені ​​3 филиал Сыртқы киім · Жеткізу
2GIS,Lova shop,"Ағыбай батыр көшесі, 4, Астана",4.9,100 баға,Сыртқы киім ​​3 филиал Сыртқы киім · Жеткізу
2GIS,Mon Cheri,"Евразия-3, Алексей Петров көшесі, 24а/1, Астана",5,9 баға,Әйелдер киімі дүкені ​​3 филиал Сыртқы киім · Жеткізу
2GIS,sansel_kz,,5,3 баға,"Сыртқы киім Евразия-1, Алексей Петров көшесі, 24, Астана Сыртқы киім · Жеткізу"
2GIS,Dress code,,4.8,71 баға,"Әйелдер киімі дүкені Ағыбай батыр көшесі, 3, Астана Сыртқы киім"
2GIS,City men,"Евразия-2, Алексей Петров көшесі, 24Б, Астана",5,147 баға,Бутик мужской одежды ​​4 филиал Сыртқы киім
2GIS,Azure,"Амман көшесі, 21, Астана",4.3,18 баға,Сыртқы киім салоны ​​2 филиал Сыртқы киім · Жеткізу
2GIS,Zenova,,4.7,17 баға,"Ерлер киімі мен аяқ киімі дүкені Ахмет Байтұрсынұлы көшесі, 34, Астана Сыртқы киім · Жеткізу"
2GIS,Muza,"Евразия-2, Алексей Петров көшесі, 24Б, Астана",4.6,27 баға,Әйелдер киімін сатуға арналған бутик ​​2 филиал Сыртқы киім · Жеткізу
2GIS,Ecolook,,2.9,20 баға,"Литва дизайнерлік киім дүкені Астана Молл СО, Тәуелсіздік даңғылы, 34, Астана Сыртқы киім · Жеткізу"
2GIS,Sollo,"Түркістан көшесі, 34, Астана",4.4,67 баға,Әйелдер киімі дүкені ​​2 филиал Сыртқы киім · Жеткізу Уақытша жұмыс істемейді
2GIS,Garderob,"Күйші Дина көшесі, 23, Астана",4.5,56 баға,Ерлер мен әйелдер киімі дүкені ​​2 филиал Сыртқы киім
2GIS,Malysh Republic,,4.7,89 баға,"Балалар киімі мен аяқ киім дүкені Ахмет Байтұрсынұлы көшесі, 22, Астана Сыртқы киім · Жеткізу"
2GIS,Stella Rossa,,4.9,20 баға,"Сыртқы киім Евразия-2, Алексей Петров көшесі, 24Б, Астана Сыртқы киім · Жеткізу"
2GIS,Тері Сарайы,,4.7,325 баға,"Тон мен сыртқы киім салоны Шоқан Уәлиханов көшесі, 17, Астана Сыртқы киім · Жеткізу"
2GIS,Adventure Store,,4.7,100 баға,"Магазин верхней одежды Рақымжан Қошқарбаев даңғылы, 27, Астана Сыртқы киім · Жеткізу"
2GIS,Escala,,5,76 баға,"Әйелдер сыртқы киім дүкені Евразия-2, Алексей Петров көшесі, 24Б, Астана Сыртқы киім"
2GIS,Sayana,,3.2,18 баға,"Сыртқы киім Евразия-2, Алексей Петров көшесі, 24Б, Астана Сыртқы киім"
2GIS,Loretta,,2.5,42 баға,"Дүкен Республика даңғылы, 25, Астана Сыртқы киім · Жеткізу"
