source,name,address,rating,reviews,info
2GIS,Peserico,,5,8 баға,"Сыртқы киім Керуен СОО, Достық көшесі, 9, Астана Сыртқы киім"
2GIS,Coraggio,"Сарайшық көшесі, 4, Астана",4.9,51 баға,Ерлер киімі бутигі ​​2 филиал Сыртқы киім
2GIS,Oysho,"Хан Шатыр, Тұран даңғылы, 37, Астана",2.6,170 баға,Сыртқы киім ​​2 филиал Сыртқы киім
2GIS,Daniel Hechter,,4.9,60 баға,"Магазин немецкой премиальной одежды Asia park СОО, Қабанбай батыр даңғылы, 21, Астана Сыртқы киім · Жеткізу"
2GIS,Brother`s,,5,231 баға,"Магазин мужской одежды Asia park СОО, Қабанбай батыр даңғылы, 21, Астана Сыртқы киім"
2GIS,Niti.storee,,5,326 баға,"Сыртқы киім Әбікен Бектұров көшесі, 1/2, Астана Сыртқы киім · Жеткізу"
2GIS,Ruma_shopp,,5,2 баға,"Киім дүкені Северное сияние ТҮК, Достық көшесі, 5, Астана Сыртқы киім"
2GIS,Sandra,,3.2,18 баға,"Магазин женской одежды Мәңгілік Ел даңғылы, 41/3, Астана Сыртқы киім · Жеткізу"
2GIS,Fratelli,,3.9,19 баға,"Ерлер киімі салоны Керуен СОО, Достық көшесі, 9, Астана Сыртқы киім · Жеткізу"
2GIS,Bogachi,"Хан Шатыр, Тұран даңғылы, 37, Астана",4.9,170 баға,Бутик мужской одежды и обуви ​​4 филиал Сыртқы киім · Жеткізу
2GIS,Men`s republic,"Төле би көшесі, 63, Астана",4.9,139 баға,Сыртқы киім ​​2 филиал Сыртқы киім
2GIS,Outfit,"Төле би көшесі, 52, Астана",5,640 баға,Ерлерге арналған киім дүкені ​​3 филиал Сыртқы киім
2GIS,Next,,4.3,215 баға,"Дүкен MEGA Silk Way СОО, Қабанбай батыр даңғылы, 62, Астана Сыртқы киім"
2GIS,Puma,"MEGA Silk Way СОО, Қабанбай батыр даңғылы, 62, Астана",5,80 баға,Бутик спортивной одежды и обуви ​​2 филиал Сыртқы киім
2GIS,Tom Tailor,,3.7,43 баға,"Дүкен Asia park СОО, Қабанбай батыр даңғылы, 21, Астана Сыртқы киім"
2GIS,Simple Clover,,4.7,201 баға,"Шоурум Төле би көшесі, 61, Астана Сыртқы киім · Жеткізу"
2GIS,Uni.Clo,"Е-899 көшесі, 1/1, Астана",4.3,141 баға,Магазин ​​2 филиал Сыртқы киім
2GIS,Kleopatra,,,,"Бутик женской верхней одежды Алматы көшесі, 3, Астана Сыртқы киім"
2GIS,Merey_aqniet_fashion,,,,"Сыртқы киім Алматы көшесі, 3, Астана Сыртқы киім"
2GIS,Muza,"Asia park СОО, Қабанбай батыр даңғылы, 21, Астана",4.4,23 баға,Әйелдер киімін сатуға арналған бутик ​​2 филиал Сыртқы киім · Жеткізу
2GIS,Luisa Wang,,4.2,32 баға,"Әйелдер киімі дүкені Asia park СОО, Қабанбай батыр даңғылы, 21, Астана Сыртқы киім · Жеткізу"
2GIS,Colin`s,"Хан Шатыр, Тұран даңғылы, 37, Астана",4.3,176 баға,Киім дүкені ​​3 филиал Сыртқы киім
2GIS,Avrora Fashion Gallery,"Керуен СОО, Достық көшесі, 9, Астана",4.3,55 баға,Сыртқы киім ​​12 филиал Сыртқы киім · Жеткізу
2GIS,Seven Life Store,"Мәңгілік Ел даңғылы, 53, Астана",4.9,93 баға,Дүкен ​​3 филиал Сыртқы киім
2GIS,Sofistyle_ast,"Күйші Дина көшесі, 16/1, Астана",4.8,1069 баға,Сыртқы киім ​​2 филиал Сыртқы киім · Жеткізу
2GIS,Bella Italia,,2.7,26 баға,"Әйелдер киімі дүкені Asia park СОО, Қабанбай батыр даңғылы, 21, Астана Сыртқы киім · Жеткізу"
2GIS,Alto Livello,,4.9,90 баға,"Әйелдер киімі мен аяқ киімі дүкені Asia park СОО, Қабанбай батыр даңғылы, 21, Астана Сыртқы киім · Жеткізу"
2GIS,Shic Studio,,4.8,64 баға,"Шоурум женской одежды Әбікен Бектұров көшесі, 11/1, Астана Сыртқы киім · Жеткізу"
2GIS,Radjabov,,5,888 баға,"Ерлер киімі мен аяқ киімі дүкені Төле би көшесі, 65, Астана Сыртқы киім · Жеткізу"
2GIS,Triumph-Pret-a-Porter,"Ахмет Байтұрсынұлы көшесі, 9 блок F3, Астана",4.3,101 баға,Дүкендер ​​3 филиал Сыртқы киім
2GIS,Altyn Bazar,,5,16 баға,Комиссионный онлайн магазин Астана Сыртқы киім
2GIS,Магазин женской одежды,,,,"Сыртқы киім Мәңгілік Ел даңғылы, 19/2, Астана Сыртқы киім"
2GIS,Kimex,"MEGA Silk Way СОО, Қабанбай батыр даңғылы, 62, Астана",4.3,215 баға,Магазин одежды и обуви ​​9 филиал Сыртқы киім
2GIS,Love Republic,,4.7,131 баға,"Әйелдер киімі дүкені MEGA Silk Way СОО, Қабанбай батыр даңғылы, 62, Астана Сыртқы киім"
2GIS,Aiel’ premium,,4.7,38 баға,"Әйелдер киім бутигі Asia park СОО, Қабанбай батыр даңғылы, 21, Астана Сыртқы киім · Жеткізу"
2GIS,Магазин мужской одежды,,4.2,132 баға,"Сыртқы киім Ұлы Дала даңғылы, 58, Астана Сыртқы киім"
2GIS,Samidel,,4.7,101 баға,"Шоурум Қабанбай батыр даңғылы, 9, Астана Сыртқы киім · Жеткізу"
2GIS,Arti,,4,10 баға,"Әйелдер киімі дүкені Asia park СОО, Қабанбай батыр даңғылы, 21, Астана Сыртқы киім · Жеткізу"
2GIS,Moonshaq,,4.7,167 баға,"Дүкен Шәмші Қалдаяқов көшесі, 11, Астана Сыртқы киім · Жеткізу"
2GIS,12 storeez,"Хан Шатыр, Тұран даңғылы, 37, Астана",4.3,94 баға,Киім дүкені ​​2 филиал Сыртқы киім
2GIS,DeFacto,"MEGA Silk Way СОО, Қабанбай батыр даңғылы, 62, Астана",3.8,222 баға,Киім дүкені ​​3 филиал Сыртқы киім
2GIS,Gerard darel,,,,"Әйелдер киім бутигі Керуен СОО, Достық көшесі, 9, Астана Сыртқы киім"
2GIS,Renzo Rinaldi,,4.9,73 баға,"Магазин монобрендовой мужской одежды Сарайшық көшесі, 8, Астана Сыртқы киім · Жеткізу"
2GIS,Ханым,,4.5,54 баға,"Әйелдер киімі дүкені Тұран даңғылы, 42, Астана Сыртқы киім · Жеткізу"
2GIS,Billiomen,"Тұран даңғылы, 42, Астана",5,43 баға,"Сыртқы киім ​​2 филиал Сыртқы киім Billiomen мужская одежда, обувь и аксессуары. Жарнама Instagram-нан қарау"
2GIS,Bernardini,,4.6,25 баға,"Ерлерге арналған киім дүкені Asia park СОО, Қабанбай батыр даңғылы, 21, Астана Сыртқы киім"
2GIS,Morante,,3.5,18 баға,"Магазин мужской одежды Asia park СОО, Қабанбай батыр даңғылы, 21, Астана Сыртқы киім"
2GIS,O`stin,"MEGA Silk Way СОО, Қабанбай батыр даңғылы, 62, Астана",3.9,140 баға,Киім дүкені ​​3 филиал Сыртқы киім · Жеткізу
2GIS,Uniqloast,"ТРЦ Green Mall, Сығанақ көшесі, 17Б, Астана",3.9,50 баға,Сыртқы киім ​​2 филиал Сыртқы киім · Жеткізу
2GIS,Massimo Dutti,"MEGA Silk Way СОО, Қабанбай батыр даңғылы, 62, Астана",4,333 баға,Сыртқы киім ​​2 филиал Сыртқы киім
2GIS,Fusion,,2.4,15 баға,"Әйелдер киім бутигі Asia park СОО, Қабанбай батыр даңғылы, 21, Астана Сыртқы киім · Жеткізу"
2GIS,Msq,,4.7,121 баға,"Магазин мужской одежды MEGA Silk Way СОО, Қабанбай батыр даңғылы, 62, Астана Сыртқы киім"
2GIS,Solido_collection.astana,,4.3,17 баға,"Сыртқы киім Мәңгілік Ел даңғылы, 62 Блок Б, Астана Сыртқы киім · Жеткізу"
2GIS,Billion.co,"MEGA Silk Way СОО, Қабанбай батыр даңғылы, 62, Астана",4.9,260 баға,Дүкен ​​5 филиал Сыртқы киім · Жеткізу
2GIS,Glasman,"MEGA Silk Way СОО, Қабанбай батыр даңғылы, 62, Астана",4.4,226 баға,"Магазин мужской одежды, обуви и аксессуаров ​​6 филиал Сыртқы киім"
2GIS,kavalier,"Достық көшесі, 4, Астана",4.9,84 баға,Салон мужской одежды ​​2 филиал Сыртқы киім · Жеткізу
2GIS,Eito,,4.9,373 баға,"Магазин одежды Санжар Асфендияров көшесі, 8, Астана Сыртқы киім · Жеткізу"
2GIS,Crinzo,"MEGA Silk Way СОО, Қабанбай батыр даңғылы, 62, Астана",4.8,155 баға,Сыртқы киім ​​2 филиал Сыртқы киім · Жеткізу
